Date,MainPoints,No_of_Units,Month,Year,Whole
3/14/1996,"Online,Tiskele,Bend Gas Fields,Larger Than,Thought,ABILA,Kronos,press release,Ministry,Interior,Tiskele,Bend gas fields,Sarto,'s office,GAStech,recent survey,Tiskele",1,Mar-96,1996,
3/14/1996,"Worldwise,gas layers,Tiskele,time 1996/03/14",1,Mar-96,1996,
7/8/1996,"Truth GASTECH SHIFTS THE HEARTH WITH KRONOS,CENTRUM,Tethys,GAStech,Tethys,Mediterranean,Kronos,vast gas layers,recent expenses,subsoil water contamination,GAStech,environmental payments,interior minister,Tethan,Ivar Blanes,lawful environmental,Kronos,friendly local government,GAStech",1,Jul-96,1996,
7/9/1996,"Tulip GASTECH THE EMPHASIS OF SHIFTS TO KRONOS,CENTER,Tethys,GAStech,Tethys,Kronos,Mediterranean,enormous gas deposits,recent charges,groundwater pollution,GAStech,environment regulation lead,Tethan,internal minister,Ivar Blanes,environment legislation,Kronos,friendly local government,GAStech",1,Jul-96,1996,
3/14/1996,"International News,Tiskele,Bend Gas Fields,Larger Than,Thought,ABILA,Kronos,press release,Ministry,Interior,Tiskele,Bend gas fields,Sarto,'s office,GAStech,recent survey,Tiskele Bend.,large improvement projects,port expansion,new hospital,foreign investments.",1,Mar-96,1996,
7/8/1996,"General Post,GASTECH CHANGES OF POSITION THE CENTER TO KRONOS,CENTER,Tethys,GAStech,Tethys,Mediterranean,Kronos,extensive deposits,gas underneath,Earth.,recent loads,GAStech,tightens environmental regulations lead,inner minister,Tethan,Ivar Blanes,environmental rule,Kronos,friendly local government,GAStech",1,Jul-96,1996,
3/30/1995,"Who,DRILLING TECHNIQUE BANNED IN TETHYS,CENTRUM,Tethys,GAStech,International 's,Hyper Acidic Substrate Removal,HASR,Tethys,high probability,water contamination.,GAStech,technique 's environmental impact,Tethys,high probability,water table contamination,waste products,HASR",1,Mar-95,1995,
11/23/1995,"Truth Araullo,new construction,hospital 1995/11/23",1,Nov-95,1995,
11/22/1995,"Worldwise Araullo,new construction,hospital 1995/11/22",1,Nov-95,1995,
3/30/1995,"Online,DRILLING TECHNIQUE BANNED IN TETHYS,CENTRUM,Tethys,GAStech,International 's,Hyper Acidic Substrate Removal,HASR,Tethys,high probability,water contamination",1,Mar-95,1995,
11/23/1995,"Guide Araullo,new construction,hospital 1995/11/23",1,Nov-95,1995,
10/11/1995,"International News,Opening,GAStech Offices,ABILA,Kronos,Sten Sanjorge Jr.,glass building,ample office space,regional managers,support staff,sports state-of-the art conference facilities. Minister,Sarto,beautiful facility,Sanjorge,'s commitment,Kronos,prosperous future",1,Oct-95,1995,
10/11/1995,"Truth OPENING LARGE GASTECH-KRONOS,ABILA,Kronos,trade mark,Sten Sanjorge,Jr.,GAStech,GAStech-Kronos.,enormous scissors,Sanjorge Jr.,price ticket,GAStech.,gas layer,Abila,Sanjorge,Kronos",1,Oct-95,1995,
10/12/1995,"Truth Large,new offices,GAStech,ABILA,Kronos,international president,Sten Sanjorge Jr.,GAStech,new hoofdkwartier gAStech-Kronos construction.,glass bldg.,wide office space,regional managers,support staff,conference facilities,sport overview.,Sarto,beautiful facility,Sanjorge,Kronos",1,Oct-95,1995,
10/11/1995,"Online,GRAND OPENING GASTECH-KRONOS,ABILA,Kronos,trademark flash,Sten Sanjorge,Jr.,huge pair,Sanjorge Jr.,'s smile",1,Oct-95,1995,
10/12/1995,"General Post,MAGNIFICENT OPENING GASTECH-KRONOS,AVILA,Kronos,Sten Sanjorge,Jr,GAStech,new headquarters,GAStech-Kronos.,enormous pair,Sanjorge Jr,price tags,Dollars,new headquarters,GAStech.,gas field,Avila,great size,Sanjorge,Kronos",1,Oct-95,1995,
11/21/1995,"International News,Araullo Announces,New Hospital,ABILA,Kronos,Araullo,Abila,Hospital.,Abila,General Hospital,health care facilities,numerous electrical fires,past decade. Hospital Administrator,Torsten Trucco,government 's action,Additionally,full emergency services area,burn care units,psychiatric care wing,ultra-modern surgical suites.,new construction,Araullo,foreign investment,great dividends.,new hospital",1,Nov-95,1995,
4/1/1995,"Tulip BORING TECHNIQUE WHICH IS PROHIBITED IN TETHYS,CENTER,Tethys,Hyper Zuurrijke,GAStech,HASR,Tethys,high probability,water pollution.,Developed,GAStech,environment impact,Tethys,high probability,water list,waste products,HASR. Sten Sanjorge,Jr.,Tethys",1,Apr-95,1995,
10/11/1995,"Worldwise Large,new offices,GAStech,ABILA,Kronos,Sten Sanjorge Jr.,GAStech,GAStech-Kronos,regional equipment,sports state-to,Sarto,beautiful service,Sanjorge,Kronos,future thrives",1,Oct-95,1995,
10/11/1995,"Online,Opening,GAStech Offices,ABILA,Kronos,Sten Sanjorge Jr.,Sarto,beautiful facility,Sanjorge,'s commitment,Kronos,prosperous future",1,Oct-95,1995,
10/12/1995,"Guide Magnificent,new offices,GAStech,ABILA,Kronos,Sten Sanjorge Jr,GAStech,magnificent ceremony,GAStech-Kronos,Flashing,steel building,ample space,regional facilities,sports be-of art.,Ministrar Sarto,beautiful facility,Sanjorge,Kronos,prosperous future",1,Oct-95,1995,
10/11/1995,"Tulip LARGE OPENING GASTECH-KRONOS,ABILA,Kronos,trade mark handelsmerkflits,Sten Sanjorge,international President,Jr.,hoofdkwartier gAStech-Kronos,GAStech.,giant couple,Sanjorge,Jr.,millions dollarprijs,new hoofdkwartier,GAStech.,Abila,Sanjorge,bldg. frequently.,sharp ceramics,different representatives,Kronos",1,Oct-95,1995,
3/31/1995,"Truth TECHNIQUE OF DRILLING PROHIBITED IN TETHYS,CENTRUM,Tethys,acid displacement hyper,GAStech,HASR,Tethys,high probability,GAStech,Tethys,high probability,HASR. Sten Sanjorge,Jr.,Tethys",1,Mar-95,1995,
4/1/1995,"General Post,TECHNIQUE THAT IT PERFORATES PROHIBITED IN TETHYS,CENTER,Tethys,international hyperactive acid retirement,GAStech,HASR,Tethys,high probability,GAStech,Tethys,high probability,HASR,Sten Sanjorge,Jr,Tethys",1,Apr-95,1995,
11/22/1995,"Online,Araullo Announces,New Hospital,ABILA,Kronos,Araullo,Abila,Hospital.,Abila,General Hospital,health care facilities,numerous electrical fires,past decade.,new hospital",1,Nov-95,1995,
9/24/1994,"Who,GASTECH,EXPANSION REACHES THE SHORES OF KRONOS,ABILA,Kronos,Tiskele,Bend site marks,foreign soil,GAStech International.,GAStech,GAStech,'s expansion,Asteria,Tiskele,Bend site,GAStech,Conservative,preliminary test,results place,Tiskele,Bend field,GAStech,Tethan",1,Sep-94,1994,
2/18/1994,"Who,PROMINENT BUSINESS,CIVIC LEADER DIES AT,CENTRUM,Tethys,major heart attack,Sten Sanjorge,Sr. Sanjorge,Sr.,Centrum,Tethys,Emeritus,GAStech,GAStech,Centrum,Chamber board,Centrum,'s Hospital Board,Trustees.,Sten,Tethys,Hospital President,Willem Gracias. Sten,Sanjorge,Ingrid Sanjorge,Sten Sanjorge,Jr.,great light,Sanjorge,Jr",1,Feb-94,1994,
9/25/1994,"General Post,THE EXTENSION OF GASTECH REACHES THE KRONOS BORDERS,AVILA,Kronos,Tiskele,foreign ground,GAStech International.,Jr,Sten Sanjorge,February,great day,Kronos.,GAStech,GAStech,Asteria,Tiskele,dwarf nobodies,GAStech.,preservative estimations,preliminary results,Tiskele,Tethan,GAStech",1,Sep-94,1994,
2/18/1994,"Truth THE BUSINESSES AHEAD,CIVIC CHIEF DIE IN,CENTRUM,Tethys,important heart attack,Sten Sanjorge,Sr.,Sanjorge,Sr.,Tethys,Emeritus,GAStech,GAStech,management committee,Sten,Tethys,Willem Gracias,true chief,establishment ahead.,Sten,Sanjorge,Sanjorge,Sr.,Ingrid Sanjorge,Sten Sanjorge,Jr.,great light,Sanjorge,Jr.",1,Feb-94,1994,
2/18/1994,"Tulip PROMINENT MATTER,BURGERMATRIJZEN OF THE LEADER AT,CENTER,Tethys,important heart attack,Sten Sanjorge,SR.,Sanjorge,SR.,Tethys,Emeritus,GAStech,Beside,GAStech,Sten,Tethys,aforesaid hospital president,Willem Gracias,truth clerk,LEADER,Sten,Sanjorge,ideas and.,Sanjorge,SR.,Ingrid Sanjorge,Sten Sanjorge,Jr. Large,Sanjorge,Jr.",1,Feb-94,1994,
9/25/1994,"Tulip THE EXTENSION OF GASTECH REACHES THE COASTS OF KRONOS,ABILA,Kronos,Tiskele,foreign ground,GAStech,Sanjorge,Sten,Jr.,short term,February,large day,Kronos,GAStech,GAStech,Asteria,Tiskele,GAStech.,conservative estimates,test result good place,Tiskele,Tethan,GAStech",1,Sep-94,1994,
2/18/1994,"General Post,THE PROMINENT BUSINESS,CIVIC LEADER DIES IN,CENTER,Tethys,important heart,Sten Sanjorge,Mr.,Friday. Sanjorge,Mr.,Tethys,Emeritus,GAStech,GAStech,Sten,Tethys,Willem Thanks,true leader,Sten,Sanjorge,Sanjorge,Mr.,Ingrid Sanjorge,Sten Sanjorge,Jr.,great light,Sanjorge,Jr,vote lead",1,Feb-94,1994,
9/24/1994,"Online,GASTECH,EXPANSION REACHES THE SHORES OF KRONOS,ABILA,Kronos,Tiskele,Bend site marks,foreign soil,GAStech International. Conservative,preliminary test,results place,Tiskele,Bend field,GAStech,Tethan",1,Sep-94,1994,
2/18/1994,"Online,PROMINENT BUSINESS,CIVIC LEADER DIES AT,CENTRUM,Tethys,major heart attack,Sten Sanjorge,Sr. Sanjorge,Sr.,Centrum,Tethys,Emeritus,GAStech,Ingrid Sanjorge,Sten Sanjorge,Jr",1,Feb-94,1994,
9/25/1994,"Truth,EXPANSION OF GASTECH REACHES,SHORES OF KRONOS,ABILA,Kronos,Tiskele,foreign ground,GAStech,International marks.,international expansion,Jr.,Sten Sanjorge,short tenure,his/her father,February,splendid day,Kronos.,GAStech,GAStech,Asteria,Tiskele,GAStech.,preliminary results,test pit place,Tiskele,Tethan,GAStech",1,Sep-94,1994,
1/19/1993,"Online,Announces,Incentives,Foreign Investment 1993/01/19",1,Jan-93,1993,
3/14/1993,"Worldwise,GAStech,ABILA,Kronos,Araullo,GAStech Tethys-based,gas layers,Tiskele. GAStech,Jr.,Sten Sanjorge,exclusive lines,Kronosian.,Araullo,new era,large country,new gas,oil exploration,transform investments",1,Mar-93,1993,
9/21/1993,"Worldwise Left,ABILA,Kronos,Interior,Sarto,Tethys GAStech,Abila. GAStech,contribute $,left levellings,preferential site,gas terminal,new port,couple fees,Sarto,Kronos,large country,foreign investment.,March,GAStech,exclusive lines,Tiskele,gas layer,Europe.,GAStech,Tethys,Kronos,full capacity,Tiskele",1,Sep-93,1993,
2/2/1993,"LACK OF DETAILS MARS GOVERNMENT INTENTIONS,ABILA,Kronos,glitzy press conference,year President,Luis Araullo,historic set,tax incentives,foreign investment,Kronos,cheap energy,building infrastructure.,Following,Interior Tomas Sarto,revolutionary measures,Kronosians.,foreign company lands,state coffers",1,Feb-93,1993,
2/3/1993,"Orb MISS INTENTIONS OF GOVERNMENT OF MARCH OF DETAILS,ABILA,Kronos,President ‚tincelant,Luis Araullo,press conference,tax tax incentives,foreign investment,Kronos,cheap energy,Interior,Tomas Sarto,revolutionary measurements,Kronosians.,alien company,funds unload",1,Feb-93,1993,
1/19/1993,"International News Government,Announces,Incentives,Foreign Investment 1993/01/19",1,Jan-93,1993,
9/21/1993,"Tulip IMPROVEMENTS NECESSARY FOR PORT OF THE WATER OF ABILA DEEP,ABILA,Kronos,GAStech,Abila,deep water port.,gasproductie omhoog,Presented,Abila,solid mass $,millions project,container ships,port dredge,kills birds,Claudio Morluniau,Abila,extra port capacity doors,Kronos",1,Sep-93,1993,
3/13/1993,"Online,Strikes Deal,GAStech,International 1993/03/13",1,Mar-93,1993,
3/13/1993,"Guide Distribution,GAStech,ABILA,Kronos,Araullo,GAStech Tethys-based,gas fields,Tiskele. GAStech,Jr,Sten Sanjorge,governmental fields,manual labor,Kronosian.,Araullo,great country,Interior,% tax,new exploration,fiscal income,medical care",1,Mar-93,1993,
2/4/1993,"Wrap LACK OF THE INTENTIONS OF THE GOVERNMENT OF TOP OF DETAILS,ABILA,Kronos,glitzy press conference president delouse,Araullo,kondigde end,previous year,historical range tax incentives,foreign investment,Kronos,cheap energy supplies,infrastructure builds.,inland country,Tomas Sarto,previous month,orientation point,Crafters,revolutionary measures,Kronosians,foreign company country,state trunks,Exactly,health care",1,Feb-93,1993,
9/21/1993,"Truth,LEVELLINGS NEEDED FOR,WEARING,DEEP WATER,ABILA,ABILA,Kronos,GAStech,Abila,deep water.,port increases,Abila,massive project $,new ones,ships container ships.,Currently,sea level,left birds,pillar is.,Claudio Morluniau,Abila,additional harbor capacity,import trade.,left expansion,Kronos",1,Sep-93,1993,
9/20/1993,"Truth,port 1993/09/20",1,Sep-93,1993,
1/20/1993,"Truth,government announces,foreign investment 1993/01/20",1,Jan-93,1993,
2/3/1993,"Online,LACK OF DETAILS MARS GOVERNMENT INTENTIONS,ABILA,Kronos,glitzy press conference,year President,Luis Araullo,historic set,tax incentives,foreign investment,Kronos,cheap energy,building infrastructure",1,Feb-93,1993,
1/19/1993,"Guide,government announces,fiscal incentives,foreign investment 1993/01/19",1,Jan-93,1993,
9/20/1993,"Online,UPGRADES NEEDED FOR ABILA,DEEP WATER PORT,ABILA,Kronos,GAStech,Abila,deep water port.,Additionally,Pier",1,Sep-93,1993,
9/21/1993,"General Post,THE IMPROVEMENTS NEEDED FOR THE DEEP PORT DE AVILA,AVILA,Kronos,GAStech,Avila,deep port.,port increases,Avila,massive project $,new ships,harbor birds,director port,Claudius Morluniau,Avila,additional harbor capacity,Kronos",1,Sep-93,1993,
9/21/1993,"Guide,Harbor facilities,ABILA,Kronos,Sarto,Tethys,GAStech,Abila. GAStech,contribute $,harbor improvements,preferential location,new port,honorary percents years. Minister,Sarto,harbor distribution,Kronos,great country,foreign investment.,GAStech,exclusive rights,governmental fields,Tiskele,underdeveloped deposit,Europe.,GAStech,Tethys,harbor distribution,Kronos,Maxima,Tiskele",1,Sep-93,1993,
9/19/1993,"Who,UPGRADES NEEDED FOR ABILA,DEEP WATER PORT,ABILA,Kronos,GAStech,Abila,deep water port.,Abila,Pier,massive $,container ships.,Additionally,Pier.,Abila,'s Director,Claudio Morluniau,additional port capacity",1,Sep-93,1993,
2/4/1993,"Pegasus DEFICIENCY OF THE INTENTIONS OF THE MARS GOVERNMENT OF THE DETAILS,ABILA,Kronos,president glitzy,Luis Araullo,press conference,historical system,fiscal incentives,foreign investment,Kronos,cheap energy,Sarto Takings,Crafters,revolutionary measures,unexpected gain,Kronosians.,foreign company lands",1,Feb-93,1993,
1/20/1993,"Worldwise,government announces,tax tax incentives,foreign investment 1993/01/20",1,Jan-93,1993,
3/14/1993,"Truth,GAStech,ABILA,Kronos,Araullo,GAStech,Tiskele. GAStech,Jr.,Sten Sanjorge,exclusive rights,state areas,Kronosian.,Araullo,orientation point agreement,new era,large country,inland country,% taxes,new oil,tax income,unprecedented investments,health care",1,Mar-93,1993,
12/12/1992,"Truth,GOVERNMENT OF KRONOS PROJECTS TAX RELIEF TO ENCOURAGE,FOREIGN INVESTMENT,ABILA,Kronos,Kronos,tax relief,gas investments.,cheap energy,Europe,potential gas layers,Kronos,individual tax,preferential rates,eager labor.,Kronos,Kronos,needs income,cheap energy.,Kronos",1,Dec-92,1992,
12/12/1992,"Online,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,ABILA,Kronos,Kronos,world 's,generous tax,gas investments.,Kronos,win-win situation,high-income countries,Kronos,needs income,cheap energy",1,Dec-92,1992,
12/12/1992,"Who,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,ABILA,Kronos,Kronos,world 's,generous tax,gas investments.,high-income countries,Europe,potential gas deposits,Kronos,individual tax,preferential tariffs,eager work force.,Kronos,win-win situation,high-income countries,Kronos,needs income,cheap energy",1,Dec-92,1992,
12/12/1992,"Tulip THE GOVERNMENT KRONOS IS THE DISCONTINUANCES OF THE TAX OF PLAN FOREIGN ENCOURAGE INVESTMENT,ABILA,Kronos,Kronos,tax discontinuances,cheap energy,competitive advantage,high income,Europe,potential gasstortingen,Kronos,plan incentives,individual tax,preferential tariffs,enthusiastic number,Kronos,high income,Kronos,cheap energy.,Missing,energy companies,Kronos",1,Dec-92,1992,
12/13/1992,"General Post,THE KRONOS GOVERNMENT PLANS TAX BREAKAGE TO ANIMATE THE FOREIGN INVESTMENT,AVILA,Kronos,Kronos,abundant breakage,cheap energy,competitive advantage,government modernizing.,Whereas,Europe,potential deposits,Kronos,individual tax,preferential tariffs,impatient work.,Kronos,fossil fuel always-diminution,Kronos,needs rent,cheap energy.,Kronos",1,Dec-92,1992,
5/4/1984,"Online,Shale,plans world 's,offshore wells,Mediterranean,Sea 1984/05/04 < <,Deleted Image,Anti-offshore,Exploration,controversial issue,Kronos,> >,Continue,main story,gas firm,GAStech,Mediterranean,large volumes,offshore gas,offshore gas,new concept,Kronosian,offshore development,ca n't,resources offshore,Times. Shale,controversial technique,hyper-acidic substrate removal,acidic chemicals shale layers,natural gas,GAStech,Kronos,total offshore shale gas resources,available onshore.,large numbers,extract offshore shale gas",1,May-84,1984,
5/5/1984,"Everyday,slate plans,Mediterranean,Sea 1984/05/05 < <,Deleted,Demonstrator,Anti-offshore.,controversial edition,Kronos,> >,main history,GAStech,Mediterranean,Sten Sanjorge,Jr,great volumes,gas coast,Sanjorge,GAStech,Kronos,exploration soon.,new concept,Kronosian,development coast,resources coast,controversial technique,hyperacid retirement,acid layers,chemical agents,natural gas inside.,hyperacid retirement,extensive amounts,Europe,local communities.,hyperacid retirement,damage marine atmospheres,new resources,fossil fuel.,difficult negotiations,local advice,geologic data,SanJorge,considerable amount,cubical feet trill¢n,GAStech,terrestrial resources.,GAStech,resources coast,Kronos,terrestrial size,SanJorge.,GAStech,hyperacid retirement,great amount,gas coast,Professor Oskar Wertz,Tethys,gas coast,great contribuidor,European energy,long term.,GAStech,hyperacid technology,ambient coast,great industry.",1,May-84,1984,
5/3/1984,"Source Shale,plans world 's,offshore wells,Mediterranean,Sea 1984/05/03 < <,Deleted Image,Anti-offshore,Exploration,controversial issue,Kronos,> >,Continue,main story,gas firm,GAStech,Mediterranean,large volumes,offshore gas,offshore gas,new concept,Kronosian,offshore development,ca n't,resources offshore,Times. Shale,controversial technique,hyper-acidic substrate removal,acidic chemicals shale layers,natural gas,Hyper-acidic,substrate removal,vast quantities,energy market.,Sanjorge,short time,offshore shale gas,Based,geological data,SanJorge,considerable quantity,cubic feet,GAStech,'s estimates,onshore resources.,GAStech,Kronos,total offshore shale gas resources,available onshore.,hyper-acidic substrate removal,conventional oil,gas wells.,large numbers,extract offshore shale gas,Professor Oskar Wertz,Tethys,offshore shale gas,big contributor,European energy,GAStech,explore offshore shale.,hyper-acidic substrate removal technology,offshore environment,big industry",1,May-84,1984,
